Gene.ID	name	Row.names
21ur.type2-2685	21ur.type2-2685	21ur.type2-2685
21ur.type2-2692	21ur.type2-2692	21ur.type2-2692
21ur.type2-2700	21ur.type2-2700	21ur.type2-2700
21ur.type2-2701	21ur.type2-2701	21ur.type2-2701
21ur.type2-2702	21ur.type2-2702	21ur.type2-2702
21ur.type2-2712	21ur.type2-2712	21ur.type2-2712
21ur.type2-2730	21ur.type2-2730	21ur.type2-2730
21ur.type2-2734	21ur.type2-2734	21ur.type2-2734
21ur.type2-2737	21ur.type2-2737	21ur.type2-2737
21ur.type2-2753	21ur.type2-2753	21ur.type2-2753
21ur.type2-2754	21ur.type2-2754	21ur.type2-2754
21ur.type2-2756	21ur.type2-2756	21ur.type2-2756
21ur.type2-2757	21ur.type2-2757	21ur.type2-2757
21ur.type2-2760	21ur.type2-2760	21ur.type2-2760
21ur.type2-2762	21ur.type2-2762	21ur.type2-2762
21ur.type2-2764	21ur.type2-2764	21ur.type2-2764
21ur.type2-2766	21ur.type2-2766	21ur.type2-2766
21ur.type2-277	21ur.type2-277	21ur.type2-277
21ur.type2-2771	21ur.type2-2771	21ur.type2-2771
21ur.type2-2772	21ur.type2-2772	21ur.type2-2772
21ur.type2-2773	21ur.type2-2773	21ur.type2-2773
21ur.type2-2775	21ur.type2-2775	21ur.type2-2775
21ur.type2-2779	21ur.type2-2779	21ur.type2-2779
21ur.type2-2797	21ur.type2-2797	21ur.type2-2797
21ur.type2-28	21ur.type2-28	21ur.type2-28
21ur.type2-2800	21ur.type2-2800	21ur.type2-2800
21ur.type2-2801	21ur.type2-2801	21ur.type2-2801
21ur.type2-2802	21ur.type2-2802	21ur.type2-2802
21ur.type2-2811	21ur.type2-2811	21ur.type2-2811
21ur.type2-2814	21ur.type2-2814	21ur.type2-2814
21ur.type2-2815	21ur.type2-2815	21ur.type2-2815
21ur.type2-2817	21ur.type2-2817	21ur.type2-2817
21ur.type2-2821	21ur.type2-2821	21ur.type2-2821
21ur.type2-2828	21ur.type2-2828	21ur.type2-2828
21ur.type2-2832	21ur.type2-2832	21ur.type2-2832
21ur.type2-2833	21ur.type2-2833	21ur.type2-2833
21ur.type2-2836	21ur.type2-2836	21ur.type2-2836
21ur.type2-2838	21ur.type2-2838	21ur.type2-2838
21ur.type2-2848	21ur.type2-2848	21ur.type2-2848
21ur.type2-2850	21ur.type2-2850	21ur.type2-2850
21ur.type2-2853	21ur.type2-2853	21ur.type2-2853
21ur.type2-2864	21ur.type2-2864	21ur.type2-2864
21ur.type2-2866	21ur.type2-2866	21ur.type2-2866
21ur.type2-2875	21ur.type2-2875	21ur.type2-2875
21ur.type2-2878	21ur.type2-2878	21ur.type2-2878
21ur.type2-2883	21ur.type2-2883	21ur.type2-2883
21ur.type2-2887	21ur.type2-2887	21ur.type2-2887
21ur.type2-2888	21ur.type2-2888	21ur.type2-2888
21ur.type2-2891	21ur.type2-2891	21ur.type2-2891
21ur.type2-2897	21ur.type2-2897	21ur.type2-2897
21ur.type2-2899	21ur.type2-2899	21ur.type2-2899
21ur.type2-2900	21ur.type2-2900	21ur.type2-2900
21ur.type2-2901	21ur.type2-2901	21ur.type2-2901
21ur.type2-2905	21ur.type2-2905	21ur.type2-2905
21ur.type2-2906	21ur.type2-2906	21ur.type2-2906
21ur.type2-2908	21ur.type2-2908	21ur.type2-2908
21ur.type2-291	21ur.type2-291	21ur.type2-291
21ur.type2-2911	21ur.type2-2911	21ur.type2-2911
21ur.type2-2929	21ur.type2-2929	21ur.type2-2929
21ur.type2-2931	21ur.type2-2931	21ur.type2-2931
21ur.type2-2936	21ur.type2-2936	21ur.type2-2936
21ur.type2-2950	21ur.type2-2950	21ur.type2-2950
21ur.type2-2951	21ur.type2-2951	21ur.type2-2951
21ur.type2-2955	21ur.type2-2955	21ur.type2-2955
21ur.type2-2956	21ur.type2-2956	21ur.type2-2956
21ur.type2-2963	21ur.type2-2963	21ur.type2-2963
21ur.type2-2964	21ur.type2-2964	21ur.type2-2964
21ur.type2-2966	21ur.type2-2966	21ur.type2-2966
21ur.type2-2968	21ur.type2-2968	21ur.type2-2968
21ur.type2-2975	21ur.type2-2975	21ur.type2-2975
21ur.type2-2977	21ur.type2-2977	21ur.type2-2977
21ur.type2-2990	21ur.type2-2990	21ur.type2-2990
21ur.type2-2999	21ur.type2-2999	21ur.type2-2999
21ur.type2-3	21ur.type2-3	21ur.type2-3
21ur.type2-30	21ur.type2-30	21ur.type2-30
21ur.type2-300	21ur.type2-300	21ur.type2-300
21ur.type2-3001	21ur.type2-3001	21ur.type2-3001
21ur.type2-3010	21ur.type2-3010	21ur.type2-3010
21ur.type2-3014	21ur.type2-3014	21ur.type2-3014
21ur.type2-3016	21ur.type2-3016	21ur.type2-3016
21ur.type2-3021	21ur.type2-3021	21ur.type2-3021
21ur.type2-3024	21ur.type2-3024	21ur.type2-3024
21ur.type2-3031	21ur.type2-3031	21ur.type2-3031
21ur.type2-3034	21ur.type2-3034	21ur.type2-3034
21ur.type2-3037	21ur.type2-3037	21ur.type2-3037
21ur.type2-3039	21ur.type2-3039	21ur.type2-3039
21ur.type2-304	21ur.type2-304	21ur.type2-304
21ur.type2-3041	21ur.type2-3041	21ur.type2-3041
21ur.type2-3045	21ur.type2-3045	21ur.type2-3045
21ur.type2-305	21ur.type2-305	21ur.type2-305
21ur.type2-3053	21ur.type2-3053	21ur.type2-3053
21ur.type2-3055	21ur.type2-3055	21ur.type2-3055
21ur.type2-3056	21ur.type2-3056	21ur.type2-3056
21ur.type2-3057	21ur.type2-3057	21ur.type2-3057
21ur.type2-3059	21ur.type2-3059	21ur.type2-3059
21ur.type2-3064	21ur.type2-3064	21ur.type2-3064
21ur.type2-3067	21ur.type2-3067	21ur.type2-3067
21ur.type2-3068	21ur.type2-3068	21ur.type2-3068
21ur.type2-307	21ur.type2-307	21ur.type2-307
21ur.type2-3077	21ur.type2-3077	21ur.type2-3077
21ur.type2-308	21ur.type2-308	21ur.type2-308
21ur.type2-3099	21ur.type2-3099	21ur.type2-3099
21ur.type2-3103	21ur.type2-3103	21ur.type2-3103
21ur.type2-3106	21ur.type2-3106	21ur.type2-3106
21ur.type2-3126	21ur.type2-3126	21ur.type2-3126
21ur.type2-3129	21ur.type2-3129	21ur.type2-3129
21ur.type2-314	21ur.type2-314	21ur.type2-314
21ur.type2-3144	21ur.type2-3144	21ur.type2-3144
21ur.type2-3145	21ur.type2-3145	21ur.type2-3145
21ur.type2-3149	21ur.type2-3149	21ur.type2-3149
21ur.type2-315	21ur.type2-315	21ur.type2-315
21ur.type2-3155	21ur.type2-3155	21ur.type2-3155
21ur.type2-3170	21ur.type2-3170	21ur.type2-3170
21ur.type2-3180	21ur.type2-3180	21ur.type2-3180
21ur.type2-3181	21ur.type2-3181	21ur.type2-3181
21ur.type2-3197	21ur.type2-3197	21ur.type2-3197
21ur.type2-32	21ur.type2-32	21ur.type2-32
21ur.type2-320	21ur.type2-320	21ur.type2-320
21ur.type2-3209	21ur.type2-3209	21ur.type2-3209
21ur.type2-3214	21ur.type2-3214	21ur.type2-3214
21ur.type2-3220	21ur.type2-3220	21ur.type2-3220
21ur.type2-3228	21ur.type2-3228	21ur.type2-3228
21ur.type2-3235	21ur.type2-3235	21ur.type2-3235
21ur.type2-3236	21ur.type2-3236	21ur.type2-3236
21ur.type2-3237	21ur.type2-3237	21ur.type2-3237
21ur.type2-3238	21ur.type2-3238	21ur.type2-3238
21ur.type2-3239	21ur.type2-3239	21ur.type2-3239
21ur.type2-3242	21ur.type2-3242	21ur.type2-3242
21ur.type2-3244	21ur.type2-3244	21ur.type2-3244
21ur.type2-3246	21ur.type2-3246	21ur.type2-3246
21ur.type2-325	21ur.type2-325	21ur.type2-325
21ur.type2-3264	21ur.type2-3264	21ur.type2-3264
21ur.type2-3266	21ur.type2-3266	21ur.type2-3266
21ur.type2-3269	21ur.type2-3269	21ur.type2-3269
21ur.type2-3278	21ur.type2-3278	21ur.type2-3278
21ur.type2-3279	21ur.type2-3279	21ur.type2-3279
21ur.type2-3281	21ur.type2-3281	21ur.type2-3281
21ur.type2-3287	21ur.type2-3287	21ur.type2-3287
21ur.type2-3294	21ur.type2-3294	21ur.type2-3294
21ur.type2-3296	21ur.type2-3296	21ur.type2-3296
21ur.type2-33	21ur.type2-33	21ur.type2-33
21ur.type2-3304	21ur.type2-3304	21ur.type2-3304
21ur.type2-3328	21ur.type2-3328	21ur.type2-3328
21ur.type2-3329	21ur.type2-3329	21ur.type2-3329
21ur.type2-3335	21ur.type2-3335	21ur.type2-3335
21ur.type2-3336	21ur.type2-3336	21ur.type2-3336
21ur.type2-3338	21ur.type2-3338	21ur.type2-3338
21ur.type2-3344	21ur.type2-3344	21ur.type2-3344
21ur.type2-3345	21ur.type2-3345	21ur.type2-3345
21ur.type2-3349	21ur.type2-3349	21ur.type2-3349
21ur.type2-3351	21ur.type2-3351	21ur.type2-3351
21ur.type2-3352	21ur.type2-3352	21ur.type2-3352
21ur.type2-3354	21ur.type2-3354	21ur.type2-3354
21ur.type2-3358	21ur.type2-3358	21ur.type2-3358
21ur.type2-3359	21ur.type2-3359	21ur.type2-3359
21ur.type2-3371	21ur.type2-3371	21ur.type2-3371
21ur.type2-3374	21ur.type2-3374	21ur.type2-3374
21ur.type2-3375	21ur.type2-3375	21ur.type2-3375
21ur.type2-3376	21ur.type2-3376	21ur.type2-3376
21ur.type2-339	21ur.type2-339	21ur.type2-339
21ur.type2-3392	21ur.type2-3392	21ur.type2-3392
21ur.type2-3398	21ur.type2-3398	21ur.type2-3398
21ur.type2-340	21ur.type2-340	21ur.type2-340
21ur.type2-3410	21ur.type2-3410	21ur.type2-3410
21ur.type2-3414	21ur.type2-3414	21ur.type2-3414
21ur.type2-343	21ur.type2-343	21ur.type2-343
21ur.type2-3433	21ur.type2-3433	21ur.type2-3433
21ur.type2-344	21ur.type2-344	21ur.type2-344
21ur.type2-3441	21ur.type2-3441	21ur.type2-3441
21ur.type2-345	21ur.type2-345	21ur.type2-345
21ur.type2-3455	21ur.type2-3455	21ur.type2-3455
21ur.type2-3456	21ur.type2-3456	21ur.type2-3456
21ur.type2-3459	21ur.type2-3459	21ur.type2-3459
21ur.type2-3463	21ur.type2-3463	21ur.type2-3463
21ur.type2-3465	21ur.type2-3465	21ur.type2-3465
21ur.type2-347	21ur.type2-347	21ur.type2-347
21ur.type2-3470	21ur.type2-3470	21ur.type2-3470
21ur.type2-3474	21ur.type2-3474	21ur.type2-3474
21ur.type2-3475	21ur.type2-3475	21ur.type2-3475
21ur.type2-348	21ur.type2-348	21ur.type2-348
21ur.type2-3482	21ur.type2-3482	21ur.type2-3482
21ur.type2-3487	21ur.type2-3487	21ur.type2-3487
21ur.type2-35	21ur.type2-35	21ur.type2-35
21ur.type2-3507	21ur.type2-3507	21ur.type2-3507
21ur.type2-351	21ur.type2-351	21ur.type2-351
21ur.type2-3526	21ur.type2-3526	21ur.type2-3526
21ur.type2-3530	21ur.type2-3530	21ur.type2-3530
21ur.type2-3540	21ur.type2-3540	21ur.type2-3540
21ur.type2-3544	21ur.type2-3544	21ur.type2-3544
21ur.type2-355	21ur.type2-355	21ur.type2-355
21ur.type2-3551	21ur.type2-3551	21ur.type2-3551
21ur.type2-3554	21ur.type2-3554	21ur.type2-3554
21ur.type2-3555	21ur.type2-3555	21ur.type2-3555
21ur.type2-3562	21ur.type2-3562	21ur.type2-3562
21ur.type2-3565	21ur.type2-3565	21ur.type2-3565
21ur.type2-3569	21ur.type2-3569	21ur.type2-3569
21ur.type2-3574	21ur.type2-3574	21ur.type2-3574
21ur.type2-3584	21ur.type2-3584	21ur.type2-3584
21ur.type2-3599	21ur.type2-3599	21ur.type2-3599
21ur.type2-36	21ur.type2-36	21ur.type2-36
21ur.type2-360	21ur.type2-360	21ur.type2-360
21ur.type2-3607	21ur.type2-3607	21ur.type2-3607
21ur.type2-3618	21ur.type2-3618	21ur.type2-3618
21ur.type2-362	21ur.type2-362	21ur.type2-362
21ur.type2-3638	21ur.type2-3638	21ur.type2-3638
21ur.type2-3643	21ur.type2-3643	21ur.type2-3643
21ur.type2-3653	21ur.type2-3653	21ur.type2-3653
21ur.type2-3654	21ur.type2-3654	21ur.type2-3654
21ur.type2-3656	21ur.type2-3656	21ur.type2-3656
21ur.type2-3657	21ur.type2-3657	21ur.type2-3657
21ur.type2-3660	21ur.type2-3660	21ur.type2-3660
21ur.type2-3661	21ur.type2-3661	21ur.type2-3661
21ur.type2-3669	21ur.type2-3669	21ur.type2-3669
21ur.type2-3671	21ur.type2-3671	21ur.type2-3671
21ur.type2-3677	21ur.type2-3677	21ur.type2-3677
21ur.type2-3685	21ur.type2-3685	21ur.type2-3685
21ur.type2-3689	21ur.type2-3689	21ur.type2-3689
21ur.type2-3698	21ur.type2-3698	21ur.type2-3698
21ur.type2-37	21ur.type2-37	21ur.type2-37
21ur.type2-373	21ur.type2-373	21ur.type2-373
21ur.type2-3747	21ur.type2-3747	21ur.type2-3747
21ur.type2-375	21ur.type2-375	21ur.type2-375
21ur.type2-3779	21ur.type2-3779	21ur.type2-3779
21ur.type2-379	21ur.type2-379	21ur.type2-379
21ur.type2-38	21ur.type2-38	21ur.type2-38
21ur.type2-380	21ur.type2-380	21ur.type2-380
21ur.type2-3802	21ur.type2-3802	21ur.type2-3802
21ur.type2-3803	21ur.type2-3803	21ur.type2-3803
21ur.type2-3813	21ur.type2-3813	21ur.type2-3813
21ur.type2-3828	21ur.type2-3828	21ur.type2-3828
21ur.type2-3833	21ur.type2-3833	21ur.type2-3833
21ur.type2-3837	21ur.type2-3837	21ur.type2-3837
21ur.type2-3848	21ur.type2-3848	21ur.type2-3848
21ur.type2-3849	21ur.type2-3849	21ur.type2-3849
21ur.type2-386	21ur.type2-386	21ur.type2-386
21ur.type2-3861	21ur.type2-3861	21ur.type2-3861
21ur.type2-387	21ur.type2-387	21ur.type2-387
21ur.type2-3897	21ur.type2-3897	21ur.type2-3897
21ur.type2-39	21ur.type2-39	21ur.type2-39
21ur.type2-3904	21ur.type2-3904	21ur.type2-3904
21ur.type2-3920	21ur.type2-3920	21ur.type2-3920
21ur.type2-3939	21ur.type2-3939	21ur.type2-3939
21ur.type2-3949	21ur.type2-3949	21ur.type2-3949
21ur.type2-395	21ur.type2-395	21ur.type2-395
21ur.type2-397	21ur.type2-397	21ur.type2-397
21ur.type2-398	21ur.type2-398	21ur.type2-398
21ur.type2-3984	21ur.type2-3984	21ur.type2-3984
21ur.type2-3985	21ur.type2-3985	21ur.type2-3985
21ur.type2-3987	21ur.type2-3987	21ur.type2-3987
21ur.type2-399	21ur.type2-399	21ur.type2-399
21ur.type2-3998	21ur.type2-3998	21ur.type2-3998
21ur.type2-3999	21ur.type2-3999	21ur.type2-3999
21ur.type2-4	21ur.type2-4	21ur.type2-4
21ur.type2-4018	21ur.type2-4018	21ur.type2-4018
21ur.type2-402	21ur.type2-402	21ur.type2-402
21ur.type2-4020	21ur.type2-4020	21ur.type2-4020
21ur.type2-4029	21ur.type2-4029	21ur.type2-4029
21ur.type2-403	21ur.type2-403	21ur.type2-403
21ur.type2-4035	21ur.type2-4035	21ur.type2-4035
21ur.type2-404	21ur.type2-404	21ur.type2-404
21ur.type2-4072	21ur.type2-4072	21ur.type2-4072
21ur.type2-408	21ur.type2-408	21ur.type2-408
21ur.type2-409	21ur.type2-409	21ur.type2-409
21ur.type2-4097	21ur.type2-4097	21ur.type2-4097
21ur.type2-41	21ur.type2-41	21ur.type2-41
21ur.type2-4100	21ur.type2-4100	21ur.type2-4100
21ur.type2-4110	21ur.type2-4110	21ur.type2-4110
21ur.type2-412	21ur.type2-412	21ur.type2-412
21ur.type2-4120	21ur.type2-4120	21ur.type2-4120
21ur.type2-4121	21ur.type2-4121	21ur.type2-4121
21ur.type2-4123	21ur.type2-4123	21ur.type2-4123
21ur.type2-4124	21ur.type2-4124	21ur.type2-4124
21ur.type2-413	21ur.type2-413	21ur.type2-413
21ur.type2-4134	21ur.type2-4134	21ur.type2-4134
21ur.type2-4154	21ur.type2-4154	21ur.type2-4154
21ur.type2-4167	21ur.type2-4167	21ur.type2-4167
21ur.type2-4168	21ur.type2-4168	21ur.type2-4168
21ur.type2-4173	21ur.type2-4173	21ur.type2-4173
21ur.type2-418	21ur.type2-418	21ur.type2-418
21ur.type2-4187	21ur.type2-4187	21ur.type2-4187
21ur.type2-4195	21ur.type2-4195	21ur.type2-4195
21ur.type2-4198	21ur.type2-4198	21ur.type2-4198
21ur.type2-4214	21ur.type2-4214	21ur.type2-4214
21ur.type2-422	21ur.type2-422	21ur.type2-422
21ur.type2-4228	21ur.type2-4228	21ur.type2-4228
21ur.type2-4230	21ur.type2-4230	21ur.type2-4230
21ur.type2-424	21ur.type2-424	21ur.type2-424
21ur.type2-4253	21ur.type2-4253	21ur.type2-4253
21ur.type2-426	21ur.type2-426	21ur.type2-426
21ur.type2-4267	21ur.type2-4267	21ur.type2-4267
21ur.type2-4269	21ur.type2-4269	21ur.type2-4269
21ur.type2-427	21ur.type2-427	21ur.type2-427
21ur.type2-4275	21ur.type2-4275	21ur.type2-4275
21ur.type2-428	21ur.type2-428	21ur.type2-428
21ur.type2-4280	21ur.type2-4280	21ur.type2-4280
21ur.type2-4281	21ur.type2-4281	21ur.type2-4281
21ur.type2-4294	21ur.type2-4294	21ur.type2-4294
21ur.type2-43	21ur.type2-43	21ur.type2-43
21ur.type2-430	21ur.type2-430	21ur.type2-430
21ur.type2-432	21ur.type2-432	21ur.type2-432
21ur.type2-4326	21ur.type2-4326	21ur.type2-4326
21ur.type2-4328	21ur.type2-4328	21ur.type2-4328
21ur.type2-4329	21ur.type2-4329	21ur.type2-4329
21ur.type2-4333	21ur.type2-4333	21ur.type2-4333
21ur.type2-4338	21ur.type2-4338	21ur.type2-4338
21ur.type2-4340	21ur.type2-4340	21ur.type2-4340
21ur.type2-4342	21ur.type2-4342	21ur.type2-4342
21ur.type2-4353	21ur.type2-4353	21ur.type2-4353
21ur.type2-4362	21ur.type2-4362	21ur.type2-4362
21ur.type2-4363	21ur.type2-4363	21ur.type2-4363
21ur.type2-4369	21ur.type2-4369	21ur.type2-4369
21ur.type2-4371	21ur.type2-4371	21ur.type2-4371
21ur.type2-4372	21ur.type2-4372	21ur.type2-4372
21ur.type2-4377	21ur.type2-4377	21ur.type2-4377
21ur.type2-4379	21ur.type2-4379	21ur.type2-4379
21ur.type2-4395	21ur.type2-4395	21ur.type2-4395
21ur.type2-44	21ur.type2-44	21ur.type2-44
21ur.type2-440	21ur.type2-440	21ur.type2-440
21ur.type2-441	21ur.type2-441	21ur.type2-441
21ur.type2-4412	21ur.type2-4412	21ur.type2-4412
21ur.type2-4427	21ur.type2-4427	21ur.type2-4427
21ur.type2-4438	21ur.type2-4438	21ur.type2-4438
21ur.type2-4443	21ur.type2-4443	21ur.type2-4443
21ur.type2-445	21ur.type2-445	21ur.type2-445
21ur.type2-4463	21ur.type2-4463	21ur.type2-4463
21ur.type2-4472	21ur.type2-4472	21ur.type2-4472
21ur.type2-4475	21ur.type2-4475	21ur.type2-4475
21ur.type2-448	21ur.type2-448	21ur.type2-448
21ur.type2-4487	21ur.type2-4487	21ur.type2-4487
21ur.type2-4494	21ur.type2-4494	21ur.type2-4494
21ur.type2-4496	21ur.type2-4496	21ur.type2-4496
21ur.type2-45	21ur.type2-45	21ur.type2-45
21ur.type2-4500	21ur.type2-4500	21ur.type2-4500
21ur.type2-451	21ur.type2-451	21ur.type2-451
21ur.type2-4519	21ur.type2-4519	21ur.type2-4519
21ur.type2-4520	21ur.type2-4520	21ur.type2-4520
21ur.type2-4522	21ur.type2-4522	21ur.type2-4522
21ur.type2-4523	21ur.type2-4523	21ur.type2-4523
21ur.type2-4530	21ur.type2-4530	21ur.type2-4530
21ur.type2-4537	21ur.type2-4537	21ur.type2-4537
21ur.type2-4555	21ur.type2-4555	21ur.type2-4555
21ur.type2-456	21ur.type2-456	21ur.type2-456
21ur.type2-4563	21ur.type2-4563	21ur.type2-4563
21ur.type2-4575	21ur.type2-4575	21ur.type2-4575
21ur.type2-4582	21ur.type2-4582	21ur.type2-4582
21ur.type2-4587	21ur.type2-4587	21ur.type2-4587
21ur.type2-46	21ur.type2-46	21ur.type2-46
21ur.type2-460	21ur.type2-460	21ur.type2-460
21ur.type2-4605	21ur.type2-4605	21ur.type2-4605
21ur.type2-4635	21ur.type2-4635	21ur.type2-4635
21ur.type2-4652	21ur.type2-4652	21ur.type2-4652
21ur.type2-4660	21ur.type2-4660	21ur.type2-4660
21ur.type2-468	21ur.type2-468	21ur.type2-468
21ur.type2-4689	21ur.type2-4689	21ur.type2-4689
21ur.type2-469	21ur.type2-469	21ur.type2-469
21ur.type2-4696	21ur.type2-4696	21ur.type2-4696
21ur.type2-47	21ur.type2-47	21ur.type2-47
21ur.type2-4710	21ur.type2-4710	21ur.type2-4710
21ur.type2-4718	21ur.type2-4718	21ur.type2-4718
21ur.type2-4719	21ur.type2-4719	21ur.type2-4719
21ur.type2-472	21ur.type2-472	21ur.type2-472
21ur.type2-4723	21ur.type2-4723	21ur.type2-4723
21ur.type2-4730	21ur.type2-4730	21ur.type2-4730
21ur.type2-4735	21ur.type2-4735	21ur.type2-4735
21ur.type2-474	21ur.type2-474	21ur.type2-474
21ur.type2-4746	21ur.type2-4746	21ur.type2-4746
21ur.type2-475	21ur.type2-475	21ur.type2-475
21ur.type2-4769	21ur.type2-4769	21ur.type2-4769
21ur.type2-4784	21ur.type2-4784	21ur.type2-4784
21ur.type2-4788	21ur.type2-4788	21ur.type2-4788
21ur.type2-4812	21ur.type2-4812	21ur.type2-4812
21ur.type2-4814	21ur.type2-4814	21ur.type2-4814
21ur.type2-4817	21ur.type2-4817	21ur.type2-4817
21ur.type2-4823	21ur.type2-4823	21ur.type2-4823
21ur.type2-4828	21ur.type2-4828	21ur.type2-4828
21ur.type2-4840	21ur.type2-4840	21ur.type2-4840
21ur.type2-4850	21ur.type2-4850	21ur.type2-4850
21ur.type2-4869	21ur.type2-4869	21ur.type2-4869
21ur.type2-4883	21ur.type2-4883	21ur.type2-4883
21ur.type2-4884	21ur.type2-4884	21ur.type2-4884
21ur.type2-4887	21ur.type2-4887	21ur.type2-4887
21ur.type2-4889	21ur.type2-4889	21ur.type2-4889
21ur.type2-4893	21ur.type2-4893	21ur.type2-4893
21ur.type2-4894	21ur.type2-4894	21ur.type2-4894
21ur.type2-4896	21ur.type2-4896	21ur.type2-4896
21ur.type2-4907	21ur.type2-4907	21ur.type2-4907
21ur.type2-4911	21ur.type2-4911	21ur.type2-4911
21ur.type2-4916	21ur.type2-4916	21ur.type2-4916
21ur.type2-4922	21ur.type2-4922	21ur.type2-4922
21ur.type2-4928	21ur.type2-4928	21ur.type2-4928
21ur.type2-4939	21ur.type2-4939	21ur.type2-4939
21ur.type2-494	21ur.type2-494	21ur.type2-494
21ur.type2-4944	21ur.type2-4944	21ur.type2-4944
21ur.type2-4948	21ur.type2-4948	21ur.type2-4948
21ur.type2-4953	21ur.type2-4953	21ur.type2-4953
21ur.type2-4958	21ur.type2-4958	21ur.type2-4958
21ur.type2-496	21ur.type2-496	21ur.type2-496
21ur.type2-4960	21ur.type2-4960	21ur.type2-4960
21ur.type2-4970	21ur.type2-4970	21ur.type2-4970
21ur.type2-4974	21ur.type2-4974	21ur.type2-4974
21ur.type2-4980	21ur.type2-4980	21ur.type2-4980
21ur.type2-4989	21ur.type2-4989	21ur.type2-4989
21ur.type2-4992	21ur.type2-4992	21ur.type2-4992
21ur.type2-4996	21ur.type2-4996	21ur.type2-4996
21ur.type2-5	21ur.type2-5	21ur.type2-5
21ur.type2-50	21ur.type2-50	21ur.type2-50
21ur.type2-5000	21ur.type2-5000	21ur.type2-5000
21ur.type2-5003	21ur.type2-5003	21ur.type2-5003
21ur.type2-5005	21ur.type2-5005	21ur.type2-5005
21ur.type2-501	21ur.type2-501	21ur.type2-501
21ur.type2-5011	21ur.type2-5011	21ur.type2-5011
21ur.type2-5016	21ur.type2-5016	21ur.type2-5016
21ur.type2-502	21ur.type2-502	21ur.type2-502
21ur.type2-5023	21ur.type2-5023	21ur.type2-5023
21ur.type2-5034	21ur.type2-5034	21ur.type2-5034
21ur.type2-5037	21ur.type2-5037	21ur.type2-5037
21ur.type2-5047	21ur.type2-5047	21ur.type2-5047
21ur.type2-5054	21ur.type2-5054	21ur.type2-5054
21ur.type2-5064	21ur.type2-5064	21ur.type2-5064
21ur.type2-5069	21ur.type2-5069	21ur.type2-5069
21ur.type2-5074	21ur.type2-5074	21ur.type2-5074
21ur.type2-5079	21ur.type2-5079	21ur.type2-5079
21ur.type2-5088	21ur.type2-5088	21ur.type2-5088
21ur.type2-5089	21ur.type2-5089	21ur.type2-5089
21ur.type2-5093	21ur.type2-5093	21ur.type2-5093
21ur.type2-5096	21ur.type2-5096	21ur.type2-5096
21ur.type2-51	21ur.type2-51	21ur.type2-51
21ur.type2-5100	21ur.type2-5100	21ur.type2-5100
21ur.type2-5103	21ur.type2-5103	21ur.type2-5103
21ur.type2-5112	21ur.type2-5112	21ur.type2-5112
21ur.type2-5123	21ur.type2-5123	21ur.type2-5123
21ur.type2-5130	21ur.type2-5130	21ur.type2-5130
21ur.type2-5136	21ur.type2-5136	21ur.type2-5136
21ur.type2-5137	21ur.type2-5137	21ur.type2-5137
21ur.type2-5139	21ur.type2-5139	21ur.type2-5139
21ur.type2-515	21ur.type2-515	21ur.type2-515
21ur.type2-5153	21ur.type2-5153	21ur.type2-5153
21ur.type2-5156	21ur.type2-5156	21ur.type2-5156
21ur.type2-5158	21ur.type2-5158	21ur.type2-5158
21ur.type2-5159	21ur.type2-5159	21ur.type2-5159
21ur.type2-516	21ur.type2-516	21ur.type2-516
21ur.type2-5160	21ur.type2-5160	21ur.type2-5160
21ur.type2-5175	21ur.type2-5175	21ur.type2-5175
21ur.type2-518	21ur.type2-518	21ur.type2-518
21ur.type2-5180	21ur.type2-5180	21ur.type2-5180
21ur.type2-5183	21ur.type2-5183	21ur.type2-5183
21ur.type2-5185	21ur.type2-5185	21ur.type2-5185
21ur.type2-519	21ur.type2-519	21ur.type2-519
21ur.type2-5190	21ur.type2-5190	21ur.type2-5190
21ur.type2-5192	21ur.type2-5192	21ur.type2-5192
21ur.type2-52	21ur.type2-52	21ur.type2-52
21ur.type2-5202	21ur.type2-5202	21ur.type2-5202
21ur.type2-5203	21ur.type2-5203	21ur.type2-5203
21ur.type2-5213	21ur.type2-5213	21ur.type2-5213
21ur.type2-522	21ur.type2-522	21ur.type2-522
21ur.type2-5220	21ur.type2-5220	21ur.type2-5220
21ur.type2-5228	21ur.type2-5228	21ur.type2-5228
21ur.type2-523	21ur.type2-523	21ur.type2-523
21ur.type2-5230	21ur.type2-5230	21ur.type2-5230
21ur.type2-5244	21ur.type2-5244	21ur.type2-5244
21ur.type2-5246	21ur.type2-5246	21ur.type2-5246
21ur.type2-5257	21ur.type2-5257	21ur.type2-5257
21ur.type2-5259	21ur.type2-5259	21ur.type2-5259
21ur.type2-5261	21ur.type2-5261	21ur.type2-5261
21ur.type2-5267	21ur.type2-5267	21ur.type2-5267
21ur.type2-5268	21ur.type2-5268	21ur.type2-5268
21ur.type2-5273	21ur.type2-5273	21ur.type2-5273
21ur.type2-5291	21ur.type2-5291	21ur.type2-5291
21ur.type2-5292	21ur.type2-5292	21ur.type2-5292
21ur.type2-5295	21ur.type2-5295	21ur.type2-5295
21ur.type2-5297	21ur.type2-5297	21ur.type2-5297
21ur.type2-53	21ur.type2-53	21ur.type2-53
21ur.type2-530	21ur.type2-530	21ur.type2-530
21ur.type2-5300	21ur.type2-5300	21ur.type2-5300
21ur.type2-5303	21ur.type2-5303	21ur.type2-5303
